time	V(Reset,R-PI_GND)	V(pulse)	V(reset)	V(vl)
4.915814555533871e-002	3.296659e+000	0.000000e+000	3.267122e-003	8.132974e+001
4.923634684928402e-002	3.298303e+000	0.000000e+000	-7.401807e+000	7.391675e+001
4.931454814322933e-002	3.299949e+000	0.000000e+000	-1.482731e+001	6.647043e+001
4.939274943717464e-002	3.301598e+000	0.000000e+000	-2.227323e+001	5.899080e+001
4.947095073111996e-002	3.303250e+000	0.000000e+000	-2.973958e+001	5.147784e+001
4.954915202506527e-002	3.304904e+000	0.000000e+000	-3.722635e+001	4.393157e+001
4.962735331901058e-002	3.306560e+000	0.000000e+000	-4.473355e+001	3.635197e+001
4.970555461295589e-002	3.308220e+000	0.000000e+000	-5.226117e+001	2.873905e+001
4.998593486197933e-002	3.314178e+000	0.000000e+000	-7.921275e+001	1.374769e+000
4.999356425651058e-002	3.458061e+000	0.000000e+000	-7.980119e+001	7.727824e-001
5.000882304557308e-002	3.524124e+000	0.000000e+000	-8.033717e+001	2.096837e-001
5.003934062369808e-002	3.314430e+000	0.000000e+000	-8.049265e+001	0.000000e+000
5.145622817950166e-002	3.308982e+000	0.000000e+000	-7.802612e+001	0.000000e+000
5.287311573530523e-002	3.305184e+000	0.000000e+000	-7.562857e+001	0.000000e+000
5.429000329110879e-002	3.303037e+000	0.000000e+000	-7.329999e+001	0.000000e+000
5.570689084691237e-002	3.302540e+000	0.000000e+000	-7.104037e+001	0.000000e+000
5.712377840271594e-002	3.303693e+000	0.000000e+000	-6.884973e+001	0.000000e+000
5.854066595851951e-002	3.306497e+000	0.000000e+000	-6.672805e+001	0.000000e+000
5.995755351432308e-002	3.310951e+000	0.000000e+000	-6.467534e+001	0.000000e+000
5.997281230338558e-002	3.365166e+000	0.000000e+000	-6.459936e+001	5.424566e-002
6.000332988151058e-002	3.576492e+000	0.000000e+000	-6.401915e+001	5.912150e-001
6.001095927604183e-002	3.310703e+000	0.000000e+000	-6.352852e+001	1.071195e+000
6.010278448879295e-002	3.308684e+000	0.000000e+000	-5.441914e+001	1.006334e+001
